ROWID,N_RETURNEES,DEST,check_ESC_OBS_MED_by_dest,N_ESC,N_ESC_LEAD
2016_470,47,Albania,NA,NA,NA
2016_471,10,Albania,NA,NA,NA
2016_473,76,Albania,NA,NA,NA
2016_474,5,Albania,NA,NA,NA
2016_475,27,Tunisia,NA,NA,NA
2016_476,25,Bosnia and Herzegovina,NA,NA,NA
2016_477,47,Macedonia,NA,NA,NA
2016_478,19,Macedonia,NA,NA,NA
2016_480,30,Tunisia,NA,NA,NA
2016_481,18,Tunisia,NA,NA,NA
2016_482,5,Sri Lanka,NA,NA,NA
2016_483,2,Sri Lanka,NA,NA,NA
2016_484,2,Sri Lanka,NA,NA,NA
2016_486,4,Kosovo,NA,NA,NA
2016_487,16,Kosovo,NA,NA,NA
2016_489,16,Dominican Republic,TRUE,37,NA
2016_491,34,Serbia,NA,NA,NA
2016_492,11,Serbia,NA,NA,NA
2016_494,84,Kosovo,NA,NA,NA
2016_495,1,Kosovo,NA,NA,NA
2016_496,7,Kosovo,NA,NA,NA
2016_498,29,Tunisia,NA,NA,NA
2016_499,52,Serbia,NA,NA,NA
2016_500,2,Serbia,NA,NA,NA
2016_501,22,Kosovo,NA,NA,NA
2016_502,25,Kosovo,NA,NA,NA
2016_503,11,Nigeria,NA,NA,NA
2016_504,1,Nigeria,NA,NA,NA
2016_505,4,Nigeria,NA,NA,NA
2016_506,10,Nigeria,NA,NA,NA
2016_507,2,Nigeria,NA,NA,NA
2016_508,4,Nigeria,NA,NA,NA
2016_510,8,Armenia,NA,NA,NA
2016_511,29,Albania,NA,NA,NA
2016_512,26,Albania,NA,NA,NA
2016_513,15,Albania,NA,NA,NA
2016_515,30,Tunisia,NA,NA,NA
2016_516,40,Georgia,NA,NA,NA
2016_519,36,Albania,NA,NA,NA
2016_520,63,Albania,NA,NA,NA
2016_521,22,Serbia,NA,NA,NA
2016_522,12,Congo DR,NA,NA,NA
2016_523,25,Albania,NA,NA,NA
2016_524,14,Albania,NA,NA,NA
2016_525,3,Albania,NA,NA,NA
2016_526,8,Albania,NA,NA,NA
2016_528,44,Kosovo,NA,NA,NA
2016_529,40,Albania,NA,NA,NA
2016_530,22,Kosovo,NA,NA,NA
2016_531,30,Tunisia,NA,NA,NA
2016_532,36,Albania,NA,NA,NA
2016_533,40,Serbia,NA,NA,NA
2016_534,60,Kosovo,NA,NA,NA
2016_535,4,Kosovo,NA,NA,NA
2016_536,13,Kosovo,NA,NA,NA
2016_538,13,Afghanistan,NA,NA,NA
2016_539,30,Tunisia,NA,NA,NA
2016_540,9,Albania,NA,NA,NA
2016_541,25,Albania,NA,NA,NA
2016_542,5,Albania,NA,NA,NA
2016_543,18,Albania,NA,NA,NA
2016_545,28,Albania,NA,NA,NA
2016_546,34,Afghanistan,NA,NA,NA
2016_547,40,Macedonia,NA,NA,NA
2016_548,30,Tunisia,NA,NA,NA
2016_549,16,Pakistan,NA,NA,NA
2016_550,3,Pakistan,NA,NA,NA
2016_551,2,Pakistan,NA,NA,NA
2016_552,2,Pakistan,NA,NA,NA
2016_554,30,Nigeria,NA,NA,NA
2016_555,7,Nigeria,NA,NA,NA
2016_556,1,Nigeria,NA,NA,NA
2016_558,3,Bangladesh,NA,NA,NA
2016_559,10,Albania,NA,NA,NA
2016_560,50,Serbia,NA,NA,NA
2016_561,1,Serbia,NA,NA,NA
2016_562,49,Albania,NA,NA,NA
2016_563,61,Macedonia,NA,NA,NA
2016_564,20,Albania,NA,NA,NA
2016_565,3,Afghanistan,NA,NA,NA
2016_1,31,Serbia,NA,NA,NA
2016_2,3.5,Serbia,NA,NA,NA
2016_3,9,Serbia,NA,NA,NA
2016_4,0.5,Serbia,NA,NA,NA
2016_5,0,Serbia,NA,NA,NA
2016_39,34.5,Dominican Republic,NA,NA,NA
2016_46,22,Serbia,NA,NA,NA
2016_47,2,Serbia,NA,NA,NA
2016_48,3.5,Serbia,NA,NA,NA
2016_49,7.5,Serbia,NA,NA,NA
2016_50,0.5,Serbia,NA,NA,NA
2016_60,13.5,Georgia,NA,NA,NA
2016_61,1,Georgia,NA,NA,NA
2016_62,4,Georgia,NA,NA,NA
2016_63,7,Georgia,NA,NA,NA
2016_64,3,Georgia,NA,NA,NA
2016_65,3,Georgia,NA,NA,NA
2016_66,3.5,Georgia,NA,NA,NA
2016_67,4.5,Georgia,NA,NA,NA
2016_102,30.5,Serbia,NA,NA,NA
2016_103,1.5,Serbia,NA,NA,NA
2016_104,10.5,Serbia,NA,NA,NA
2016_105,0,Serbia,NA,NA,NA
2016_117,13,Georgia,NA,NA,NA
2016_118,0,Georgia,NA,NA,NA
2016_159,5.5,Georgia,NA,NA,NA
2016_160,3,Georgia,NA,NA,NA
2016_161,9.5,Georgia,NA,NA,NA
2016_162,1.5,Georgia,NA,NA,NA
2016_163,0.5,Georgia,NA,NA,NA
2016_164,27,Dominican Republic,NA,NA,NA
2016_165,0.5,Dominican Republic,NA,NA,NA
2016_169,5.5,Georgia,NA,NA,NA
2016_170,3,Georgia,NA,NA,NA
2016_171,0.5,Georgia,NA,NA,NA
2016_172,9.5,Georgia,NA,NA,NA
2016_173,1.5,Georgia,NA,NA,NA
2016_174,0,Georgia,NA,NA,NA
2016_175,27,Dominican Republic,NA,NA,NA
2016_176,0.5,Dominican Republic,NA,NA,NA
2016_233,3.5,Sudan,NA,NA,NA
2016_234,1,Sudan,NA,NA,NA
2016_235,0.5,Sudan,NA,NA,NA
2016_236,0.5,Sudan,NA,NA,NA
2016_237,2,Sudan,NA,NA,NA
2016_272,3.5,Georgia,NA,NA,NA
2016_273,5,Georgia,NA,NA,NA
2016_274,3.5,Georgia,NA,NA,NA
2016_275,5.5,Georgia,NA,NA,NA
2016_276,1,Georgia,NA,NA,NA
2016_310,35,Albania,NA,NA,NA
2016_321,17,Kosovo,NA,NA,NA
2016_325,8.5,Georgia,NA,NA,NA
2016_326,2.5,Georgia,NA,NA,NA
2016_327,1.5,Georgia,NA,NA,NA
2016_328,0.5,Georgia,NA,NA,NA
2016_333,26.5,Bosnia and Herzegovina,NA,NA,NA
2016_334,0.5,Bosnia and Herzegovina,NA,NA,NA
2016_339,14,Serbia,NA,NA,NA
2016_344,3.5,Ivory Coast,NA,NA,NA
2016_345,3,Ivory Coast,NA,NA,NA
2016_358,67,Albania,NA,NA,NA
2016_359,19,Bosnia and Herzegovina,NA,NA,NA
2016_360,11,Georgia,NA,NA,NA
2016_361,12,Georgia,NA,NA,NA
2016_362,0.5,Georgia,NA,NA,NA
2016_366,64,Serbia,NA,NA,NA
2016_370,38,Albania,NA,NA,NA
2016_385,8,Macedonia,NA,NA,NA
2016_399,7,Albania,NA,NA,NA
2016_409,37,Serbia,NA,NA,NA
2016_413,22,Albania,NA,NA,NA
2016_416,23,Albania,NA,NA,NA
2016_439,40,Albania,NA,NA,NA
2016_440,4,Georgia,NA,NA,NA
2016_441,1.5,Georgia,NA,NA,NA
2016_442,3,Georgia,NA,NA,NA
2016_444,45,Serbia,NA,NA,NA
2016_452,80,Moldova,NA,NA,NA
2016_460,38,Serbia,NA,NA,NA
2016_489,45,Colombia,TRUE,67,NA
2016_501,63,Moldova,NA,NA,NA
2016_502,31,Albania,NA,NA,NA
2016_519,15,Bosnia and Herzegovina,NA,NA,NA
2016_526,4,Macedonia,NA,NA,NA
2016_540,38,Moldova,NA,NA,NA
2016_562,65,Kosovo,NA,NA,NA
2016_563,32,Serbia,NA,NA,NA
2016_310,12,Serbia,NA,NA,NA
2016_359,29,Serbia,NA,NA,NA
2016_370,10,Serbia,NA,NA,NA
2016_385,10,Serbia,NA,NA,NA
2016_399,8,Serbia,NA,NA,NA
2016_519,19,Serbia,NA,NA,NA
2016_7,NA,Kosovo,NA,NA,NA
2016_10,NA,Kosovo,NA,NA,NA
2016_13,NA,Albania,NA,NA,NA
2016_17,NA,Kosovo,NA,NA,NA
2016_21,NA,Albania,NA,NA,NA
2016_26,NA,Kosovo,NA,NA,NA
2016_31,NA,Albania,NA,NA,NA
2016_38,NA,Nigeria,NA,NA,NA
2016_41,NA,Colombia,NA,NA,NA
2016_42,NA,Colombia,NA,NA,NA
2016_45,NA,Kosovo,NA,NA,NA
2016_51,NA,Albania,NA,NA,NA
2016_53,NA,Nigeria,NA,NA,NA
2016_59,NA,Nigeria,NA,NA,NA
2016_68,NA,Armenia,NA,NA,NA
2016_71,NA,Kosovo,NA,NA,NA
2016_80,NA,Nigeria,NA,NA,NA
2016_87,NA,Georgia,NA,NA,NA
2016_95,NA,Albania,NA,NA,NA
2016_97,NA,Pakistan,NA,NA,NA
2016_101,NA,Pakistan,NA,NA,NA
2016_109,NA,Kosovo,NA,NA,NA
2016_113,NA,Albania,NA,NA,NA
2016_116,NA,Kosovo,NA,NA,NA
2016_126,NA,Nigeria,NA,NA,NA
2016_137,NA,Georgia,NA,NA,NA
2016_140,NA,Kosovo,NA,NA,NA
2016_146,NA,Russia,NA,NA,NA
2016_152,NA,Nigeria,NA,NA,NA
2016_156,NA,Albania,NA,NA,NA
2016_158,NA,Serbia,NA,NA,NA
2016_168,NA,Albania,NA,NA,NA
2016_177,NA,Macedonia,NA,NA,NA
2016_183,NA,Serbia,NA,NA,NA
2016_190,NA,Pakistan,NA,NA,NA
2016_196,NA,Tunisia,NA,NA,NA
2016_207,NA,Albania,NA,NA,NA
2016_215,NA,Albania,NA,NA,NA
2016_216,NA,Albania,NA,NA,NA
2016_217,NA,Albania,NA,NA,NA
2016_218,NA,Albania,NA,NA,NA
2016_219,NA,Albania,NA,NA,NA
2016_223,NA,Georgia,NA,NA,NA
2016_232,NA,Albania,NA,NA,NA
2016_241,NA,Albania,NA,NA,NA
2016_245,NA,Macedonia,NA,NA,NA
2016_254,NA,Nigeria,NA,NA,NA
2016_258,NA,Albania,NA,NA,NA
2016_261,NA,Tunisia,NA,NA,NA
2016_265,NA,Pakistan,NA,NA,NA
2016_270,NA,Albania,NA,NA,NA
2016_271,NA,Moldova,NA,NA,NA
2016_277,NA,Armenia,NA,NA,NA
2016_280,NA,Albania,NA,NA,NA
2016_288,NA,Nigeria,NA,NA,NA
2016_299,NA,Armenia,NA,NA,NA
2016_304,NA,Kosovo,NA,NA,NA
2016_305,NA,Russia,NA,NA,NA
2016_319,NA,Kosovo,NA,NA,NA
2016_346,NA,Ghana,NA,NA,NA
2016_354,NA,Macedonia,NA,NA,NA
2016_380,NA,Nigeria,NA,NA,NA
2016_384,NA,Georgia,NA,NA,NA
2016_390,NA,Albania,NA,NA,NA
2016_405,NA,Pakistan,NA,NA,NA
2016_412,NA,Nigeria,NA,NA,NA
2016_420,NA,Macedonia,NA,NA,NA
2016_433,NA,Nigeria,NA,NA,NA
2016_438,NA,Albania,NA,NA,NA
2016_458,NA,Lebanon,NA,NA,NA
2016_465,NA,Pakistan,NA,NA,NA
2016_466,NA,Pakistan,NA,NA,NA
2016_469,NA,Nigeria,NA,NA,NA
2016_472,NA,Albania,NA,NA,NA
2016_479,NA,Macedonia,NA,NA,NA
2016_485,NA,Sri Lanka,NA,NA,NA
2016_488,NA,Kosovo,NA,NA,NA
2016_490,NA,Dominican Republic,NA,NA,NA
2016_493,NA,Serbia,NA,NA,NA
2016_497,NA,Serbia,NA,NA,NA
2016_509,NA,Nigeria,NA,NA,NA
2016_514,NA,Albania,NA,NA,NA
2016_517,NA,Georgia,NA,NA,NA
2016_518,NA,Georgia,NA,NA,NA
2016_527,NA,Albania,NA,NA,NA
2016_537,NA,Kosovo,NA,NA,NA
2016_544,NA,Albania,NA,NA,NA
2016_553,NA,Pakistan,NA,NA,NA
2016_557,NA,Nigeria,NA,NA,NA
2016_40,NA,Dominican Republic,NA,NA,NA
2016_41,NA,Dominican Republic,NA,NA,NA
2016_42,NA,Dominican Republic,NA,NA,NA
2016_51,NA,Serbia,NA,NA,NA
2016_68,NA,Georgia,NA,NA,NA
2016_277,NA,Georgia,NA,NA,NA
2016_346,NA,Ivory Coast,NA,NA,NA
2016_392,NA,Congo DR,NA,NA,NA
2016_393,NA,Congo DR,NA,NA,NA
2016_394,NA,Congo DR,NA,NA,NA
2016_395,NA,Congo DR,NA,NA,NA
2016_396,NA,Congo DR,NA,NA,NA
2016_490,NA,Colombia,NA,NA,NA
2016_523,NA,Macedonia,NA,NA,NA
2016_524,NA,Macedonia,NA,NA,NA
2016_525,NA,Macedonia,NA,NA,NA
2016_527,NA,Macedonia,NA,NA,NA
2016_541,NA,Moldova,NA,NA,NA
2016_542,NA,Moldova,NA,NA,NA
2016_543,NA,Moldova,NA,NA,NA
2016_544,NA,Moldova,NA,NA,NA
2015_1,40,Bosnia and Herzegovina,NA,NA,NA
2015_2,2,Bosnia and Herzegovina,NA,NA,NA
2015_4,23,Kosovo,NA,NA,NA
2015_5,6,Kosovo,NA,NA,NA
2015_6,28,Kosovo,NA,NA,NA
2015_7,2,Kosovo,NA,NA,NA
2015_8,1,Kosovo,NA,NA,NA
2015_10,30.5,Colombia,NA,NA,NA
2015_11,0.5,Colombia,NA,NA,NA
2015_12,0,Colombia,NA,NA,NA
2015_13,0,Colombia,NA,NA,NA
2015_14,22,Albania,NA,NA,NA
2015_15,1,Albania,NA,NA,NA
2015_16,8,Albania,NA,NA,NA
2015_17,19,Albania,NA,NA,NA
2015_19,32,Nigeria,NA,NA,NA
2015_20,7,Nigeria,NA,NA,NA
2015_21,2,Nigeria,NA,NA,NA
2015_22,2,Nigeria,NA,NA,NA
2015_24,2,Nigeria,NA,NA,NA
2015_25,1,Nigeria,NA,NA,NA
2015_26,7,Nigeria,NA,NA,NA
2015_27,1,Nigeria,NA,NA,NA
2015_28,7,Nigeria,NA,NA,NA
2015_29,1,Nigeria,NA,NA,NA
2015_30,1,Nigeria,NA,NA,NA
2015_32,32,Kosovo,NA,NA,NA
2015_33,12,Kosovo,NA,NA,NA
2015_34,4,Kosovo,NA,NA,NA
2015_35,12,Kosovo,NA,NA,NA
2015_36,11,Kosovo,NA,NA,NA
2015_37,1,Kosovo,NA,NA,NA
2015_38,1,Kosovo,NA,NA,NA
2015_40,47,Bosnia and Herzegovina,NA,NA,NA
2015_41,13,Bosnia and Herzegovina,NA,NA,NA
2015_42,17,Bosnia and Herzegovina,NA,NA,NA
2015_43,14,Albania,NA,NA,NA
2015_44,0,Albania,NA,NA,NA
2015_45,4,Albania,NA,NA,NA
2015_46,0.5,Albania,NA,NA,NA
2015_47,2.5,Albania,NA,NA,NA
2015_48,6,Albania,NA,NA,NA
2015_49,0,Albania,NA,NA,NA
2015_50,15,Nigeria,NA,NA,NA
2015_51,5,Nigeria,NA,NA,NA
2015_52,1,Nigeria,NA,NA,NA
2015_53,1,Nigeria,NA,NA,NA
2015_54,3,Nigeria,NA,NA,NA
2015_55,4,Nigeria,NA,NA,NA
2015_56,2,Nigeria,NA,NA,NA
2015_57,5,Nigeria,NA,NA,NA
2015_58,7,Nigeria,NA,NA,NA
2015_59,2,Nigeria,NA,NA,NA
2015_61,33,Kosovo,NA,NA,NA
2015_62,22,Kosovo,NA,NA,NA
2015_63,7,Kosovo,NA,NA,NA
2015_64,5,Kosovo,NA,NA,NA
2015_65,1,Kosovo,NA,NA,NA
2015_67,42,Macedonia,NA,NA,NA
2015_68,2.5,Macedonia,NA,NA,NA
2015_69,0,Macedonia,NA,NA,NA
2015_70,5,Georgia,NA,NA,NA
2015_71,6,Georgia,NA,NA,NA
2015_72,7,Georgia,NA,NA,NA
2015_73,8,Georgia,NA,NA,NA
2015_74,3,Georgia,NA,NA,NA
2015_75,6,Georgia,NA,NA,NA
2015_76,25,Albania,NA,NA,NA
2015_77,4,Albania,NA,NA,NA
2015_78,6,Albania,NA,NA,NA
2015_79,7,Albania,NA,NA,NA
2015_80,3,Albania,NA,NA,NA
2015_81,4,Albania,NA,NA,NA
2015_84,22,Kosovo,NA,NA,NA
2015_85,5,Kosovo,NA,NA,NA
2015_86,17,Kosovo,NA,NA,NA
2015_87,3,Kosovo,NA,NA,NA
2015_88,0,Kosovo,NA,NA,NA
2015_89,4,Kosovo,NA,NA,NA
2015_91,4,Nigeria,NA,NA,NA
2015_92,3,Nigeria,NA,NA,NA
2015_94,1,Nigeria,NA,NA,NA
2015_95,1,Nigeria,NA,NA,NA
2015_96,3,Nigeria,NA,NA,NA
2015_97,2,Nigeria,NA,NA,NA
2015_98,11,Nigeria,NA,NA,NA
2015_100,45,Kosovo,NA,NA,NA
2015_101,6,Kosovo,NA,NA,NA
2015_102,22,Kosovo,NA,NA,NA
2015_103,10,Kosovo,NA,NA,NA
2015_105,24,Albania,NA,NA,NA
2015_106,12,Albania,NA,NA,NA
2015_107,6,Albania,NA,NA,NA
2015_108,16,Albania,NA,NA,NA
2015_110,6,Georgia,NA,NA,NA
2015_111,4,Georgia,NA,NA,NA
2015_112,1,Georgia,NA,NA,NA
2015_113,9,Georgia,NA,NA,NA
2015_114,3,Georgia,NA,NA,NA
2015_116,14,Pakistan,NA,NA,NA
2015_117,1,Pakistan,NA,NA,NA
2015_118,7,Pakistan,NA,NA,NA
2015_119,26,Pakistan,NA,NA,NA
2015_120,2,Pakistan,NA,NA,NA
2015_121,4,Pakistan,NA,NA,NA
2015_124,36,Kosovo,NA,NA,NA
2015_125,5,Kosovo,NA,NA,NA
2015_126,25,Kosovo,NA,NA,NA
2015_127,19,Kosovo,NA,NA,NA
2015_129,36.5,Serbia,NA,NA,NA
2015_130,8,Serbia,NA,NA,NA
2015_131,0,Serbia,NA,NA,NA
2015_132,22,Nigeria,NA,NA,NA
2015_133,11,Nigeria,NA,NA,NA
2015_134,3,Nigeria,NA,NA,NA
2015_135,5,Nigeria,NA,NA,NA
2015_136,3,Nigeria,NA,NA,NA
2015_138,42,Albania,NA,NA,NA
2015_139,8,Albania,NA,NA,NA
2015_142,31,Albania,NA,NA,NA
2015_143,8,Albania,NA,NA,NA
2015_144,5,Albania,NA,NA,NA
2015_147,9,Congo DR,NA,NA,NA
2015_148,2,Congo DR,NA,NA,NA
2015_149,4,Congo DR,NA,NA,NA
2015_150,1,Congo DR,NA,NA,NA
2015_151,91,Kosovo,NA,NA,NA
2015_152,24,Kosovo,NA,NA,NA
2015_154,7,Russia,NA,NA,NA
2015_155,4,Russia,NA,NA,NA
2015_157,2.5,Nigeria,NA,NA,NA
2015_158,3,Nigeria,NA,NA,NA
2015_159,9,Nigeria,NA,NA,NA
2015_160,0,Nigeria,NA,NA,NA
2015_161,1.5,Nigeria,NA,NA,NA
2015_162,1.5,Nigeria,NA,NA,NA
2015_163,6,Nigeria,NA,NA,NA
2015_164,1,Nigeria,NA,NA,NA
2015_165,5,Nigeria,NA,NA,NA
2015_166,0,Nigeria,NA,NA,NA
2015_167,48,Kosovo,NA,NA,NA
2015_168,6,Kosovo,NA,NA,NA
2015_169,4,Kosovo,NA,NA,NA
2015_171,10,Albania,NA,NA,NA
2015_172,7,Albania,NA,NA,NA
2015_173,5,Albania,NA,NA,NA
2015_175,25,Nigeria,NA,NA,NA
2015_176,2,Nigeria,NA,NA,NA
2015_177,8,Nigeria,NA,NA,NA
2015_178,3,Nigeria,NA,NA,NA
2015_179,5,Nigeria,NA,NA,NA
2015_180,2,Nigeria,NA,NA,NA
2015_182,50,Kosovo,NA,NA,NA
2015_183,15,Kosovo,NA,NA,NA
2015_184,27,Kosovo,NA,NA,NA
2015_185,5,Kosovo,NA,NA,NA
2015_187,14.5,Albania,NA,NA,NA
2015_188,3.5,Albania,NA,NA,NA
2015_189,1.5,Albania,NA,NA,NA
2015_190,2.5,Albania,NA,NA,NA
2015_191,8,Albania,NA,NA,NA
2015_192,0,Albania,NA,NA,NA
2015_193,91,Kosovo,NA,NA,NA
2015_194,25,Kosovo,NA,NA,NA
2015_196,29,Kosovo,NA,NA,NA
2015_197,58,Kosovo,NA,NA,NA
2015_198,10,Kosovo,NA,NA,NA
2015_199,45,Kosovo,NA,NA,NA
2015_200,16,Kosovo,NA,NA,NA
2015_201,5,Kosovo,NA,NA,NA
2015_203,37,Nigeria,NA,NA,NA
2015_204,4,Nigeria,NA,NA,NA
2015_205,5,Nigeria,NA,NA,NA
2015_206,2,Nigeria,NA,NA,NA
2015_207,1,Nigeria,NA,NA,NA
2015_209,25,Albania,NA,NA,NA
2015_210,18,Albania,NA,NA,NA
2015_212,8,Albania,NA,NA,NA
2015_214,28,Kosovo,NA,NA,NA
2015_215,28,Kosovo,NA,NA,NA
2015_216,5,Kosovo,NA,NA,NA
2015_217,4,Kosovo,NA,NA,NA
2015_219,15,Pakistan,NA,NA,NA
2015_220,4,Pakistan,NA,NA,NA
2015_221,6,Pakistan,NA,NA,NA
2015_222,3,Pakistan,NA,NA,NA
2015_223,1,Pakistan,NA,NA,NA
2015_224,1,Pakistan,NA,NA,NA
2015_226,2,Armenia,NA,NA,NA
2015_227,4,Armenia,NA,NA,NA
2015_230,18,Albania,NA,NA,NA
2015_231,26,Albania,NA,NA,NA
2015_232,5,Albania,NA,NA,NA
2015_234,15,Nigeria,NA,NA,NA
2015_235,2,Nigeria,NA,NA,NA
2015_236,10,Nigeria,NA,NA,NA
2015_238,11,Nigeria,NA,NA,NA
2015_239,3,Nigeria,NA,NA,NA
2015_240,1,Nigeria,NA,NA,NA
2015_241,1,Nigeria,NA,NA,NA
2015_242,1,Nigeria,NA,NA,NA
2015_243,3,Nigeria,NA,NA,NA
2015_244,8,Nigeria,NA,NA,NA
2015_246,17,Kosovo,NA,NA,NA
2015_247,14,Kosovo,NA,NA,NA
2015_248,25,Kosovo,NA,NA,NA
2015_250,36,Nigeria,NA,NA,NA
2015_251,2,Nigeria,NA,NA,NA
2015_252,4,Nigeria,NA,NA,NA
2015_254,22,Georgia,NA,NA,NA
2015_255,8,Georgia,NA,NA,NA
2015_256,6,Georgia,NA,NA,NA
2015_258,13,Congo DR,NA,NA,NA
2015_259,1,Congo DR,NA,NA,NA
2015_260,6,Congo DR,NA,NA,NA
2015_262,14,Albania,NA,NA,NA
2015_263,7,Albania,NA,NA,NA
2015_264,7,Albania,NA,NA,NA
2015_265,0,Albania,NA,NA,NA
2015_266,42,Kosovo,NA,NA,NA
2015_267,5,Kosovo,NA,NA,NA
2015_268,12,Kosovo,NA,NA,NA
2015_270,24,Kosovo,NA,NA,NA
2015_273,39,Pakistan,NA,NA,NA
2015_274,4,Pakistan,NA,NA,NA
2015_275,6,Pakistan,NA,NA,NA
2015_278,4,Nigeria,NA,NA,NA
2015_279,9,Nigeria,NA,NA,NA
2015_280,3,Nigeria,NA,NA,NA
2015_281,1,Nigeria,NA,NA,NA
2015_284,0.5,Armenia,NA,NA,NA
2015_285,1,Armenia,NA,NA,NA
2015_286,1.5,Armenia,NA,NA,NA
2015_287,4,Armenia,NA,NA,NA
2015_288,0.5,Armenia,NA,NA,NA
2015_289,7.5,Armenia,NA,NA,NA
2015_290,0,Armenia,NA,NA,NA
2015_291,8.5,Armenia,NA,NA,NA
2015_292,0,Armenia,NA,NA,NA
2015_293,26,Kosovo,NA,NA,NA
2015_294,65,Kosovo,NA,NA,NA
2015_295,1,Kosovo,NA,NA,NA
2015_297,39,Nigeria,NA,NA,NA
2015_298,3,Nigeria,NA,NA,NA
2015_299,3,Nigeria,NA,NA,NA
2015_300,5,Nigeria,NA,NA,NA
2015_302,45,Albania,NA,NA,NA
2015_303,20,Albania,NA,NA,NA
2015_304,4,Albania,NA,NA,NA
2015_306,53,Serbia,NA,NA,NA
2015_307,9,Serbia,NA,NA,NA
2015_309,3,Serbia,NA,NA,NA
2015_312,42,Albania,NA,NA,NA
2015_313,17,Albania,NA,NA,NA
2015_314,5,Albania,NA,NA,NA
2015_316,62,Kosovo,NA,NA,NA
2015_317,10,Kosovo,NA,NA,NA
2015_318,28,Kosovo,NA,NA,NA
2015_319,3,Kosovo,NA,NA,NA
2015_321,1.5,Armenia,NA,NA,NA
2015_322,7,Armenia,NA,NA,NA
2015_323,1.5,Armenia,NA,NA,NA
2015_324,2.5,Armenia,NA,NA,NA
2015_325,0,Armenia,NA,NA,NA
2015_326,51,Albania,NA,NA,NA
2015_327,12.5,Albania,NA,NA,NA
2015_328,9.5,Albania,NA,NA,NA
2015_330,76,Kosovo,NA,NA,NA
2015_331,5,Kosovo,NA,NA,NA
2015_332,12,Kosovo,NA,NA,NA
2015_335,24,Nigeria,NA,NA,NA
2015_336,2,Nigeria,NA,NA,NA
2015_337,2,Nigeria,NA,NA,NA
2015_1,40,Serbia,NA,NA,NA
2015_2,2,Serbia,NA,NA,NA
2015_10,30.5,Dominican Republic,NA,NA,NA
2015_11,0.5,Dominican Republic,NA,NA,NA
2015_12,0,Dominican Republic,NA,NA,NA
2015_13,0,Dominican Republic,NA,NA,NA
2015_43,14,Georgia,NA,NA,NA
2015_44,0,Georgia,NA,NA,NA
2015_45,4,Georgia,NA,NA,NA
2015_46,0.5,Georgia,NA,NA,NA
2015_47,2.5,Georgia,NA,NA,NA
2015_48,6,Georgia,NA,NA,NA
2015_49,0,Georgia,NA,NA,NA
2015_67,42,Serbia,NA,NA,NA
2015_68,2.5,Serbia,NA,NA,NA
2015_69,0,Serbia,NA,NA,NA
2015_129,36.5,Macedonia,NA,NA,NA
2015_130,8,Macedonia,NA,NA,NA
2015_131,0,Macedonia,NA,NA,NA
2015_157,2.5,Ivory Coast,NA,NA,NA
2015_158,3,Ivory Coast,NA,NA,NA
2015_159,9,Ivory Coast,NA,NA,NA
2015_160,0,Ivory Coast,NA,NA,NA
2015_161,1.5,Ivory Coast,NA,NA,NA
2015_162,1.5,Ivory Coast,NA,NA,NA
2015_163,6,Ivory Coast,NA,NA,NA
2015_164,1,Ivory Coast,NA,NA,NA
2015_165,5,Ivory Coast,NA,NA,NA
2015_166,0,Ivory Coast,NA,NA,NA
2015_187,14.5,Georgia,NA,NA,NA
2015_188,3.5,Georgia,NA,NA,NA
2015_189,1.5,Georgia,NA,NA,NA
2015_190,2.5,Georgia,NA,NA,NA
2015_191,8,Georgia,NA,NA,NA
2015_192,0,Georgia,NA,NA,NA
2015_262,14,Georgia,NA,NA,NA
2015_263,7,Georgia,NA,NA,NA
2015_264,7,Georgia,NA,NA,NA
2015_265,0,Georgia,NA,NA,NA
2015_284,0.5,Georgia,NA,NA,NA
2015_285,1,Georgia,NA,NA,NA
2015_286,1.5,Georgia,NA,NA,NA
2015_287,4,Georgia,NA,NA,NA
2015_288,0.5,Georgia,NA,NA,NA
2015_289,7.5,Georgia,NA,NA,NA
2015_290,0,Georgia,NA,NA,NA
2015_291,8.5,Georgia,NA,NA,NA
2015_292,0,Georgia,NA,NA,NA
2015_321,1.5,Georgia,NA,NA,NA
2015_322,7,Georgia,NA,NA,NA
2015_323,1.5,Georgia,NA,NA,NA
2015_324,2.5,Georgia,NA,NA,NA
2015_325,0,Georgia,NA,NA,NA
2015_326,51,Macedonia,NA,NA,NA
2015_327,12.5,Macedonia,NA,NA,NA
2015_328,9.5,Macedonia,NA,NA,NA
2015_3,NA,Bosnia and Herzegovina,NA,NA,NA
2015_9,NA,Kosovo,NA,NA,NA
2015_18,NA,Albania,NA,NA,NA
2015_23,NA,Nigeria,NA,NA,NA
2015_31,NA,Nigeria,NA,NA,NA
2015_39,NA,Kosovo,NA,NA,NA
2015_60,NA,Nigeria,NA,NA,NA
2015_66,NA,Kosovo,NA,NA,NA
2015_82,NA,Albania,NA,NA,NA
2015_83,NA,Albania,NA,NA,NA
2015_90,NA,Kosovo,NA,NA,NA
2015_93,NA,Nigeria,NA,NA,NA
2015_99,NA,Nigeria,NA,NA,NA
2015_104,NA,Kosovo,NA,NA,NA
2015_109,NA,Albania,NA,NA,NA
2015_115,NA,Georgia,NA,NA,NA
2015_122,NA,Pakistan,NA,NA,NA
2015_123,NA,Bosnia and Herzegovina,NA,NA,NA
2015_128,NA,Kosovo,NA,NA,NA
