DATE,ROID,ID,MSNAME,MSISO,N_RETURNEES,N_ESC_OBS_MED,N_ESC,N_ESC_LEAD,N_MEDS,N_OBS,N_MONITORS,FX_CONTRIB,OPTYPE,NOTES_COMMENTS,N_ESC_POOL,N_MONITORS_POOL
2009-11-03,NA,2009_27,Sweden,SWE,60,72,NA,NA,NA,NA,NA,173145.28,JRO,NA,NA,NA
2009-11-13,NA,2009_28,France,FRA,3,6,NA,NA,NA,NA,NA,19821.23,JRO,NA,NA,NA
2009-11-13,NA,2009_28,Frontex,FX,NA,1,NA,NA,NA,NA,NA,940.49,JRO,NA,NA,NA
2009-11-13,NA,2009_28,Germany,DEU,1,3,NA,NA,NA,NA,NA,11471.06,JRO,NA,NA,NA
2009-11-13,NA,2009_28,Hungary,HUN,1,3,NA,NA,NA,NA,NA,2418.86,JRO,NA,NA,NA
2009-11-13,NA,2009_28,Italy,ITA,28,83,NA,NA,NA,NA,NA,142540,JRO,NA,NA,NA
2009-11-13,NA,2009_28,Netherlands,NLD,3,7,NA,NA,NA,NA,NA,26074.18,JRO,NA,NA,NA
2009-11-13,NA,2009_28,Norway,NOR,7,16,NA,NA,NA,NA,NA,56745.85,JRO,NA,NA,NA
2009-11-13,NA,2009_28,Spain,ESP,4,9,NA,NA,NA,NA,NA,6946.89,JRO,NA,NA,NA
2009-12-01,NA,2009_29,Austria,AUT,12,41,NA,NA,NA,NA,NA,105137.57,JRO,NA,NA,NA
2009-12-01,NA,2009_29,Greece,GRC,11,27,NA,NA,NA,NA,NA,2632.3,JRO,NA,NA,NA
2009-03-12,NA,2009_3,Cyprus,CYP,1,4,NA,NA,NA,NA,NA,2617.14,JRO,NA,NA,NA
2009-03-12,NA,2009_3,France,FRA,3,7,NA,NA,NA,NA,NA,13672.16,JRO,NA,NA,NA
2009-03-12,NA,2009_3,Italy,ITA,32,84,NA,NA,NA,NA,NA,176089.36,JRO,NA,NA,NA
2009-03-12,NA,2009_3,Malta,MLT,4,9,NA,NA,NA,NA,NA,3900.19,JRO,NA,NA,NA
2009-03-12,NA,2009_3,Poland,POL,1,4,NA,NA,NA,NA,NA,2890.51,JRO,NA,NA,NA
2009-03-12,NA,2009_3,Spain,ESP,10,19,NA,NA,NA,NA,NA,39297.12,JRO,NA,NA,NA
2009-12-09,NA,2009_30,Austria,AUT,6,12,NA,NA,NA,NA,NA,19612,JRO,NA,NA,NA
2009-12-09,NA,2009_30,France,FRA,4,24,NA,NA,NA,NA,NA,210524.71,JRO,NA,NA,NA
2009-12-09,NA,2009_30,Frontex,FX,NA,1,NA,NA,NA,NA,NA,844.42,JRO,NA,NA,NA
2009-12-09,NA,2009_30,Greece,GRC,11,30,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2009-12-09,NA,2009_30,Poland,POL,15,16,NA,NA,NA,NA,NA,4219.42,JRO,NA,NA,NA
2009-12-09,NA,2009_30,Spain,ESP,15,38,NA,NA,NA,NA,NA,38267.65,JRO,NA,NA,NA
2009-12-15,NA,2009_31,Austria,AUT,40,31,NA,NA,NA,NA,NA,49784,JRO,NA,NA,NA
2009-12-15,NA,2009_31,France,FRA,5,11,NA,NA,NA,NA,NA,21406.25,JRO,NA,NA,NA
2009-12-15,NA,2009_31,Frontex,FX,NA,1,NA,NA,NA,NA,NA,1089.03,JRO,NA,NA,NA
2009-12-15,NA,2009_31,Germany,DEU,7,9,NA,NA,NA,NA,NA,20030.35,JRO,NA,NA,NA
2009-12-15,NA,2009_31,Hungary,HUN,21,22,NA,NA,NA,NA,NA,812.56,JRO,NA,NA,NA
2009-12-15,NA,2009_31,Iceland,ISL,1,2,NA,NA,NA,NA,NA,3190.56,JRO,NA,NA,NA
2009-12-16,NA,2009_32,Austria,AUT,6,11,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2009-12-16,NA,2009_32,Ireland,IRL,46,51,NA,NA,NA,NA,NA,NA,JRO,Financed by Return Fund,NA,NA
2009-03-17,NA,2009_4,Austria,AUT,4,20,NA,NA,NA,NA,NA,108377.38,JRO,NA,NA,NA
2009-03-17,NA,2009_4,Belgium,BEL,4,9,NA,NA,NA,NA,NA,11683.48,JRO,NA,NA,NA
2009-03-17,NA,2009_4,Germany,DEU,13,29,NA,NA,NA,NA,NA,43526.81,JRO,NA,NA,NA
2009-03-17,NA,2009_4,Latvia,LVA,1,2,NA,NA,NA,NA,NA,1479.85,JRO,NA,NA,NA
2009-03-17,NA,2009_4,Sweden,SWE,6,18,NA,NA,NA,NA,NA,36688.67,JRO,NA,NA,NA
2009-03-17,NA,2009_4,Switzerland,CHE,10,22,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2009-03-27,NA,2009_5,Austria,AUT,5,20,NA,NA,NA,NA,NA,52115,JRO,NA,NA,NA
2009-03-27,NA,2009_5,Ireland,IRL,1,5,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2009-03-27,NA,2009_5,United Kingdom,GBR,2,5,NA,NA,NA,NA,NA,NA,JRO,only main charter was co financed' DUE TO THE SHORT NOTICE WE HAVE BEEN INFORMED ABOUT THIS FLIGHT,NA,NA
2009-04-01,NA,2009_6,Austria,AUT,3,8,NA,NA,NA,NA,NA,18233.88,JRO,NA,NA,NA
2009-04-01,NA,2009_6,Czech Republic,CZE,1,4,NA,NA,NA,NA,NA,3248.77,JRO,NA,NA,NA
2009-04-01,NA,2009_6,Sweden,SWE,57,74,NA,NA,NA,NA,NA,150878.12,JRO,NA,NA,NA
2009-04-08,NA,2009_7,Austria,AUT,3,9,NA,NA,NA,NA,NA,16268,JRO,NA,NA,NA
2009-04-08,NA,2009_7,Belgium,BEL,3,9,NA,NA,NA,NA,NA,1115.66,JRO,NA,NA,NA
2009-04-08,NA,2009_7,France,FRA,5,11,NA,NA,NA,NA,NA,6812.92,JRO,NA,NA,NA
2009-04-08,NA,2009_7,Germany,DEU,8,19,NA,NA,NA,NA,NA,29005.97,JRO,NA,NA,NA
2009-04-08,NA,2009_7,Netherlands,NLD,14,38,NA,NA,NA,NA,NA,261744.41,JRO,NA,NA,NA
2009-04-08,NA,2009_7,Poland,POL,1,3,NA,NA,NA,NA,NA,4173.5,JRO,NA,NA,NA
2009-04-08,NA,2009_7,Slovenia,SVN,NA,2,NA,NA,NA,NA,NA,1683.52,JRO,NA,NA,NA
2009-04-08,NA,2009_7,Spain,ESP,16,31,NA,NA,NA,NA,NA,50021.81,JRO,NA,NA,NA
2009-04-08,NA,2009_7,Sweden,SWE,2,7,NA,NA,NA,NA,NA,14141.85,JRO,NA,NA,NA
2009-04-16,NA,2009_8,Austria,AUT,18,33,NA,NA,NA,NA,NA,NA,JRO,NO GD for AT because they were picked up by FR charter,NA,NA
2009-04-16,NA,2009_8,France,FRA,14,46,NA,NA,NA,NA,NA,140656.72,JRO,NA,NA,NA
2009-04-16,NA,2009_8,Iceland,ISL,3,3,NA,NA,NA,NA,NA,5092.6,JRO,NA,NA,NA
2009-04-16,NA,2009_8,Norway,NOR,3,7,NA,NA,NA,NA,NA,29523.2,JRO,NA,NA,NA
2009-04-16,NA,2009_8,Sweden,SWE,9,10,NA,NA,NA,NA,NA,6333.9,JRO,NA,NA,NA
2009-04-21,NA,2009_9,Germany,DEU,1,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2009-04-21,NA,2009_9,Switzerland,CHE,5,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2010-01-14,2009/OPS/62,2010_1,Austria,AUT,36,50,NA,NA,NA,NA,NA,48026.2,JRO,NA,NA,NA
2010-01-14,NA,2010_1,France,FRA,1,5,NA,NA,NA,NA,NA,19028.25,JRO,NA,NA,NA
2010-01-14,NA,2010_1,Frontex,FX,NA,1,NA,NA,NA,NA,NA,1201.04,JRO,NA,NA,NA
2010-01-14,NA,2010_1,Germany,DEU,3,6,NA,NA,NA,NA,NA,6292.4,JRO,NA,NA,NA
2010-01-14,NA,2010_1,Sweden,SWE,4,7,NA,NA,NA,NA,NA,31432.83,JRO,NA,NA,NA
2010-01-14,NA,2010_1,United Kingdom,GBR,9,17,NA,NA,NA,NA,NA,43212.57,JRO,NA,NA,NA
2010-03-10,2010/OPS/29,2010_10,France,FRA,NA,21,NA,NA,NA,NA,NA,254626.4,JRO,NA,NA,NA
2010-03-10,NA,2010_10,Frontex,FX,NA,1,NA,NA,NA,NA,NA,1334.13,JRO,NA,NA,NA
2010-03-10,NA,2010_10,Hungary,HUN,3,7,NA,NA,NA,NA,NA,7719.08,JRO,NA,NA,NA
2010-03-10,NA,2010_10,Netherlands,NLD,5,14,NA,NA,NA,NA,NA,25045.99,JRO,NA,NA,NA
2010-03-10,NA,2010_10,Norway,NOR,5,11,NA,NA,NA,NA,NA,9763.3,JRO,NA,NA,NA
2010-03-10,NA,2010_10,Spain,ESP,30,74,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2010-03-10,NA,2010_10,Sweden,SWE,3,10,NA,NA,NA,NA,NA,29809.53,JRO,NA,NA,NA
2010-03-16,2010/OPS/31,2010_11,Austria,AUT,25,33,NA,NA,NA,NA,1,48056.44,JRO,NA,NA,NA
2010-03-16,NA,2010_11,France,FRA,5,11,NA,NA,NA,NA,NA,24948.37,JRO,NA,NA,NA
2010-03-16,NA,2010_11,Frontex,FX,NA,1,NA,NA,NA,NA,NA,831.43,JRO,NA,NA,NA
2010-03-16,NA,2010_11,Iceland,ISL,1,2,NA,NA,NA,NA,NA,3533.55,JRO,NA,NA,NA
2010-03-18,2010/OPS/28,2010_12,Italy,ITA,25,73,NA,NA,NA,NA,NA,152650,JRO,NA,NA,NA
2010-03-18,NA,2010_12,Austria,AUT,5,12,NA,NA,NA,NA,NA,21203.4,JRO,NA,NA,NA
2010-03-18,NA,2010_12,Frontex,FX,NA,NA,NA,NA,NA,NA,NA,983.11,JRO,NA,NA,NA
2010-03-18,NA,2010_12,Germany,DEU,10,25,NA,NA,NA,NA,NA,38668.77,JRO,NA,NA,NA
2010-03-18,NA,2010_12,Greece,GRC,6,15,NA,NA,NA,NA,NA,37546.6,JRO,NA,NA,NA
2010-03-18,NA,2010_12,Norway,NOR,5,12,NA,NA,NA,NA,NA,45786.85,JRO,NA,NA,NA
2010-03-30,2010/OPS/32,2010_13,Austria,AUT,8,36,NA,NA,NA,NA,1,69789,JRO,NA,NA,NA
2010-03-30,NA,2010_13,France,FRA,4,9,NA,NA,NA,NA,NA,24683.22,JRO,NA,NA,NA
2010-03-30,NA,2010_13,Frontex,FX,NA,1,NA,NA,NA,NA,NA,846.62,JRO,NA,NA,NA
2010-03-30,NA,2010_13,Poland,POL,2,13,NA,NA,NA,NA,NA,5205.7,JRO,NA,NA,NA
2010-03-30,NA,2010_13,Spain,ESP,13,31,NA,NA,NA,NA,NA,52669.33,JRO,NA,NA,NA
2010-03-30,NA,2010_13,Sweden,SWE,3,6,NA,NA,NA,NA,NA,16204.22,JRO,NA,NA,NA
2010-04-13,2010/OPS/33,2010_14,Germany,DEU,11,25,NA,NA,NA,NA,NA,86294.92,JRO,NA,NA,NA
2010-04-13,NA,2010_14,Frontex,FX,NA,1,NA,NA,NA,NA,NA,486.21,JRO,NA,NA,NA
2010-04-13,NA,2010_14,Poland,POL,16,15,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2010-04-14,2010/OPS/37,2010_15,Finland,FIN,43,76,NA,NA,NA,NA,NA,93867.29,JRO,NA,NA,NA
2010-04-14,NA,2010_15,Austria,AUT,25,35,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2010-04-14,NA,2010_15,France,FRA,5,11,NA,NA,NA,NA,NA,23098.43,JRO,NA,NA,NA
2010-04-14,NA,2010_15,Frontex,FX,NA,1,NA,NA,NA,NA,NA,911.7,JRO,NA,NA,NA
2010-04-14,NA,2010_15,Germany,DEU,12,18,NA,NA,NA,NA,NA,26779.87,JRO,NA,NA,NA
2010-04-28,2009/OPS/66,2010_16,Netherlands,NLD,10,NA,NA,NA,NA,NA,NA,153223.8,JRO,NA,NA,NA
2010-04-28,NA,2010_16,Belgium,BEL,4,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2010-04-28,NA,2010_16,Frontex,FX,NA,1,NA,NA,NA,NA,NA,1515.01,JRO,NA,NA,NA
2010-04-28,NA,2010_16,Germany,DEU,4,NA,NA,NA,NA,NA,NA,32139.52,JRO,NA,NA,NA
2010-04-28,NA,2010_16,United Kingdom,GBR,14,NA,NA,NA,NA,NA,NA,61214.19,JRO,NA,NA,NA
2010-04-28,NA,2010_17,Ireland,IRL,23,43,NA,NA,NA,NA,NA,NA,JRO,Financed by Return Fund,NA,NA
2010-04-28,NA,2010_17,Luxembourg,LUX,5,12,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2010-04-29,2010/OPS/40,2010_18,Austria,AUT,8,27,NA,NA,NA,NA,NA,71725.7,JRO,NA,NA,NA
2010-04-29,NA,2010_18,Frontex,FX,NA,1,NA,NA,NA,NA,NA,753.57,JRO,NA,NA,NA
2010-04-29,NA,2010_18,Germany,DEU,5,5,NA,NA,NA,NA,NA,33498.71,JRO,NA,NA,NA
2010-04-29,NA,2010_18,Greece,GRC,NA,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2010-04-29,NA,2010_18,Poland,POL,12,12,NA,NA,NA,NA,NA,5825.46,JRO,NA,NA,NA
2010-04-29,NA,2010_18,Sweden,SWE,3,12,NA,NA,NA,NA,NA,15687.24,JRO,NA,NA,NA
2010-05-04,2010/OPS/39,2010_19,Austria,AUT,22,57,NA,NA,NA,NA,1,150931.5,JRO,NA,NA,NA
2010-05-04,NA,2010_19,Frontex,FX,NA,1,NA,NA,NA,NA,NA,5207.52,JRO,NA,NA,NA
2010-05-04,NA,2010_19,Germany,DEU,5,12,NA,NA,NA,NA,NA,29689.08,JRO,NA,NA,NA
2010-05-04,NA,2010_19,Greece,GRC,15,34,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2010-05-04,NA,2010_19,Hungary,HUN,2,5,NA,NA,NA,NA,NA,143.29,JRO,NA,NA,NA
2010-05-04,NA,2010_19,Sweden,SWE,1,4,NA,NA,NA,NA,NA,11427.44,JRO,NA,NA,NA
2010-01-21,2009/OPS/63,2010_2,Austria,AUT,15,43,NA,NA,NA,NA,1,245738.11,JRO,NA,NA,NA
2010-01-21,NA,2010_2,Bulgaria,BGR,NA,2,NA,NA,NA,NA,NA,1209.24,JRO,NA,NA,NA
2010-01-21,NA,2010_2,Czech Republic,CZE,2,4,NA,NA,NA,NA,NA,2222.47,JRO,NA,NA,NA
2010-01-21,NA,2010_2,France,FRA,1,3,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2010-01-21,NA,2010_2,Frontex,FX,NA,1,NA,NA,NA,NA,NA,1016.82,JRO,NA,NA,NA
2010-01-21,NA,2010_2,Germany,DEU,15,40,NA,NA,NA,NA,NA,53849.47,JRO,NA,NA,NA
2010-01-21,NA,2010_2,Greece,GRC,9,21,NA,NA,NA,NA,NA,444,JRO,NA,NA,NA
2010-01-21,NA,2010_2,Hungary,HUN,3,8,NA,NA,NA,NA,NA,201.26,JRO,NA,NA,NA
2010-01-21,NA,2010_2,Malta,MLT,5,11,NA,NA,NA,NA,NA,20774.14,JRO,NA,NA,NA
2010-01-21,NA,2010_2,Norway,NOR,8,17,NA,NA,NA,NA,NA,43600.76,JRO,NA,NA,NA
2010-01-21,NA,2010_2,Poland,POL,3,5,NA,NA,NA,NA,NA,5623.2,JRO,NA,NA,NA
2010-01-21,NA,2010_2,Spain,ESP,2,5,NA,NA,NA,NA,NA,6798.42,JRO,NA,NA,NA
2010-05-05,2010/OPS/41,2010_20,Spain,ESP,93,128,NA,NA,NA,NA,NA,473530.46,JRO,NA,NA,NA
2010-05-05,NA,2010_20,France,FRA,2,5,NA,NA,NA,NA,NA,18631.31,JRO,NA,NA,NA
2010-05-05,NA,2010_20,Frontex,FX,NA,2,NA,NA,NA,NA,NA,2371.26,JRO,NA,NA,NA
2010-05-05,NA,2010_20,Italy,ITA,1,3,NA,NA,NA,NA,NA,4844.38,JRO,NA,NA,NA
2010-05-05,NA,2010_20,Netherlands,NLD,1,6,NA,NA,NA,NA,1,19563.37,JRO,NA,NA,NA
2010-05-20,2010/OPS/43,2010_21,Austria,AUT,29,34,NA,NA,NA,NA,NA,48285.77,JRO,NA,NA,NA
2010-05-20,NA,2010_21,Frontex,FX,NA,1,NA,NA,NA,NA,NA,1090.51,JRO,NA,NA,NA
2010-05-20,NA,2010_21,Germany,DEU,17,10,NA,NA,NA,NA,NA,30104.59,JRO,NA,NA,NA
2010-05-20,NA,2010_21,Sweden,SWE,8,17,NA,NA,NA,NA,NA,46366.2,JRO,NA,NA,NA
2010-06-01,2010/OPS/47,2010_22,Spain,ESP,13,33,NA,NA,NA,NA,NA,115681.55,JRO,NA,NA,NA
2010-06-01,NA,2010_22,France,FRA,1,3,NA,NA,NA,NA,NA,17292.99,JRO,NA,NA,NA
2010-06-01,NA,2010_22,Frontex,FX,NA,1,NA,NA,NA,NA,NA,778.5,JRO,NA,NA,NA
2010-06-01,NA,2010_22,Greece,GRC,NA,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2010-06-01,NA,2010_22,Italy,ITA,8,17,NA,NA,NA,NA,NA,13871.16,JRO,NA,NA,NA
2010-06-09,2010/OPS/45,2010_23,Sweden,SWE,28,70,NA,NA,NA,NA,NA,241987.31,JRO,NA,NA,NA
2010-06-09,NA,2010_23,Belgium,BEL,NA,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2010-06-09,NA,2010_23,Frontex,FX,NA,2,NA,NA,NA,NA,NA,2147.9,JRO,NA,NA,NA
2010-06-09,NA,2010_23,Netherlands,NLD,8,23,NA,NA,NA,NA,1,35822.3,JRO,NA,NA,NA
2010-06-09,NA,2010_23,Norway,NOR,9,19,NA,NA,NA,NA,NA,18125.21,JRO,NA,NA,NA
2010-06-09,NA,2010_23,United Kingdom,GBR,11,25,NA,NA,NA,NA,NA,81500.78,JRO,NA,NA,NA
2010-06-10,2010/OPS/44,2010_24,Austria,AUT,15,41,NA,NA,NA,NA,1,266444.55,JRO,NA,NA,NA
2010-06-10,NA,2010_24,Cyprus,CYP,NA,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2010-06-10,NA,2010_24,France,FRA,2,5,NA,NA,NA,NA,NA,18679.65,JRO,NA,NA,NA
2010-06-10,NA,2010_24,Frontex,FX,NA,1,NA,NA,NA,NA,NA,5613.02,JRO,NA,NA,NA
2010-06-10,NA,2010_24,Germany,DEU,7,21,NA,NA,NA,NA,NA,28129.28,JRO,NA,NA,NA
2010-06-10,NA,2010_24,Greece,GRC,14,31,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2010-06-10,NA,2010_24,Hungary,HUN,3,7,NA,NA,NA,NA,NA,207.94,JRO,NA,NA,NA
2010-06-10,NA,2010_24,Poland,POL,2,6,NA,NA,NA,NA,NA,5897.74,JRO,NA,NA,NA
2010-06-17,2010/OPS/38,2010_25,Italy,ITA,32,95,NA,NA,NA,NA,NA,174001.84,JRO,NA,NA,NA
2010-06-17,NA,2010_25,France,FRA,3,6,NA,NA,NA,NA,NA,20696.39,JRO,NA,NA,NA
2010-06-17,NA,2010_25,Frontex,FX,NA,1,NA,NA,NA,NA,NA,754.76,JRO,NA,NA,NA
2010-06-17,NA,2010_25,Norway,NOR,9,20,NA,NA,NA,NA,NA,63150.89,JRO,NA,NA,NA
2010-06-17,NA,2010_25,Spain,ESP,1,3,NA,NA,NA,NA,NA,3631.93,JRO,NA,NA,NA
2010-06-22,2010/OPS/49,2010_26,Germany,DEU,21,33,NA,NA,NA,NA,NA,97444.39,JRO,NA,NA,NA
2010-06-22,NA,2010_26,Austria,AUT,25,38,NA,NA,NA,NA,1,1428.39,JRO,NA,NA,NA
2010-06-22,NA,2010_26,France,FRA,3,7,NA,NA,NA,NA,NA,16480.9,JRO,NA,NA,NA
2010-06-22,NA,2010_26,Frontex,FX,NA,1,NA,NA,NA,NA,NA,1435,JRO,NA,NA,NA
2010-06-22,NA,2010_26,Sweden,SWE,11,16,NA,NA,NA,NA,NA,30558.17,JRO,NA,NA,NA
2010-06-23,2010/OPS/48,2010_27,Spain,ESP,21,47,NA,NA,NA,NA,NA,163031.68,JRO,NA,NA,NA
2010-06-23,NA,2010_27,Cyprus,CYP,1,3,NA,NA,NA,NA,NA,1557.72,JRO,NA,NA,NA
2010-06-23,NA,2010_27,France,FRA,4,9,NA,NA,NA,NA,NA,20625,JRO,NA,NA,NA
2010-06-23,NA,2010_27,Frontex,FX,NA,1,NA,NA,NA,NA,NA,928.87,JRO,NA,NA,NA
2010-06-23,NA,2010_27,Greece,GRC,10,21,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2010-08-11,2010/OPS/51,2010_28,Austria,AUT,28,25,NA,NA,NA,NA,2,54271.76,JRO,NA,NA,NA
2010-08-11,NA,2010_28,Frontex,FX,NA,1,NA,NA,NA,NA,NA,1171.96,JRO,NA,NA,NA
2010-08-11,NA,2010_28,Germany,DEU,18,15,NA,NA,NA,NA,NA,29307.17,JRO,NA,NA,NA
2010-08-11,NA,2010_28,Slovakia,SVK,1,3,NA,NA,NA,NA,NA,40.24,JRO,NA,NA,NA
2010-08-11,NA,2010_28,United Kingdom,GBR,14,25,NA,NA,NA,NA,NA,44345.25,JRO,NA,NA,NA
2010-09-09,2010/OPS/56,2010_29,Austria,AUT,27,51,NA,NA,NA,NA,1,271361.4,JRO,NA,NA,NA
2010-09-09,NA,2010_29,Germany,DEU,NA,1,NA,NA,NA,NA,NA,833.79,JRO,Observer,NA,NA
2010-09-09,NA,2010_29,Greece,GRC,22,44,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2010-09-09,NA,2010_29,Malta,MLT,6,15,NA,NA,NA,NA,NA,25657.21,JRO,NA,NA,NA
2010-09-09,NA,2010_29,Netherlands,NLD,NA,1,NA,NA,NA,NA,NA,1158,JRO,Observer,NA,NA
2010-09-09,NA,2010_29,Poland,POL,1,3,NA,NA,NA,NA,NA,3723.14,JRO,NA,NA,NA
2010-09-09,NA,2010_29,Slovenia,SVN,1,2,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2010-01-27,2009/OPS/64,2010_3,Spain,ESP,112,138,NA,NA,NA,NA,NA,483252.64,JRO,NA,NA,NA
2010-01-27,NA,2010_3,France,FRA,5,11,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2010-01-27,NA,2010_3,Frontex,FX,NA,2,NA,NA,NA,NA,NA,2256.04,JRO,NA,NA,NA
2010-01-27,NA,2010_3,Italy,ITA,1,3,NA,NA,NA,NA,NA,4891.92,JRO,NA,NA,NA
2010-01-27,NA,2010_3,Netherlands,NLD,NA,1,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2010-01-27,NA,2010_3,Poland,POL,NA,1,NA,NA,NA,NA,NA,986.96,JRO,NA,NA,NA
2010-09-22,2010/OPS/57,2010_30,Sweden,SWE,27,72,NA,NA,NA,NA,NA,246857.61,JRO,NA,NA,NA
2010-09-22,NA,2010_30,Frontex,FX,NA,1,NA,NA,NA,NA,NA,1026.77,JRO,NA,NA,NA
2010-09-22,NA,2010_30,Netherlands,NLD,9,20,NA,NA,NA,NA,NA,25306.41,JRO,NA,NA,NA
2010-09-22,NA,2010_30,Norway,NOR,9,20,NA,NA,NA,NA,NA,21744.31,JRO,NA,NA,NA
2010-09-22,NA,2010_30,United Kingdom,GBR,9,19,NA,NA,NA,NA,NA,54665.42,JRO,NA,NA,NA
2010-09-22,2010/OPS/58,2010_31,Germany,DEU,36,46,NA,NA,NA,NA,NA,85795.59,JRO,NA,NA,NA
2010-09-22,NA,2010_31,Austria,AUT,27,32,NA,NA,NA,NA,1,1348.29,JRO,NA,NA,NA
2010-09-22,NA,2010_31,France,FRA,2,5,NA,NA,NA,NA,NA,15965.88,JRO,NA,NA,NA
2010-09-22,NA,2010_31,Frontex,FX,NA,1,NA,NA,NA,NA,NA,1107.92,JRO,NA,NA,NA
2010-09-28,2010/OPS/50,2010_32,Poland,POL,35,41,NA,NA,NA,NA,NA,705.32,JRO,NA,NA,NA
2010-09-28,NA,2010_32,Austria,AUT,12,17,NA,NA,NA,NA,1,18590.98,JRO,NA,NA,NA
2010-09-28,NA,2010_32,France,FRA,4,9,NA,NA,NA,NA,NA,28816.55,JRO,NA,NA,NA
2010-09-28,NA,2010_32,Frontex,FX,NA,2,NA,NA,NA,NA,NA,42570.22,JRO,NA,NA,NA
2010-09-28,NA,2010_32,Germany,DEU,8,18,NA,NA,NA,NA,NA,38612.74,JRO,NA,NA,NA
2010-10-20,2010/OPS/60,2010_33,Netherlands,NLD,17,48,NA,NA,NA,NA,NA,164542.82,JRO,NA,NA,NA
2010-10-20,NA,2010_33,Austria,AUT,4,7,NA,NA,NA,NA,NA,11658.22,JRO,NA,NA,NA
2010-10-20,NA,2010_33,Belgium,BEL,1,3,NA,NA,NA,NA,NA,1439.52,JRO,NA,NA,NA
2010-10-20,NA,2010_33,France,FRA,2,5,NA,NA,NA,NA,NA,11827.29,JRO,NA,NA,NA
2010-10-20,NA,2010_33,Frontex,FX,NA,1,NA,NA,NA,NA,NA,7813.94,JRO,NA,NA,NA
2010-10-20,NA,2010_33,Germany,DEU,2,6,NA,NA,NA,NA,NA,7071,JRO,NA,NA,NA
2010-10-20,NA,2010_33,Norway,NOR,3,7,NA,NA,NA,NA,NA,37390.38,JRO,NA,NA,NA
2010-10-20,NA,2010_33,Spain,ESP,9,19,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2010-10-20,NA,2010_33,Sweden,SWE,5,8,NA,NA,NA,NA,NA,14020.78,JRO,NA,NA,NA
2010-10-20,NA,2010_33,United Kingdom,GBR,5,13,NA,NA,NA,NA,NA,27945.89,JRO,NA,NA,NA
2010-10-22,2010/OPS/42,2010_34,Italy,ITA,28,90,NA,NA,NA,NA,NA,NA,JRO,Return Fund,NA,NA
2010-10-22,NA,2010_34,Frontex,FX,NA,1,NA,NA,NA,NA,NA,1575.26,JRO,NA,NA,NA
2010-10-22,NA,2010_34,Malta,MLT,5,12,NA,NA,NA,NA,NA,5472.75,JRO,NA,NA,NA
2010-10-22,NA,2010_34,Norway,NOR,3,9,NA,NA,NA,NA,NA,39750.04,JRO,NA,NA,NA
2010-10-26,2010/OPS/62,2010_35,Spain,ESP,17,37,NA,NA,NA,NA,NA,115718.01,JRO,NA,NA,NA
2010-10-26,NA,2010_35,France,FRA,2,5,NA,NA,NA,NA,NA,16218.15,JRO,NA,NA,NA
2010-10-26,NA,2010_35,Frontex,FX,NA,1,NA,NA,NA,NA,NA,1114.17,JRO,NA,NA,NA
2010-10-26,NA,2010_35,Italy,ITA,5,11,NA,NA,NA,NA,NA,8642.55,JRO,NA,NA,NA
2010-10-28,2010/OPS/61,2010_36,Ireland,IRL,44,NA,NA,NA,NA,NA,NA,NA,JRO,Return Fund,NA,NA
2010-10-28,NA,2010_36,Austria,AUT,6,NA,NA,NA,NA,NA,NA,30644.6,JRO,NA,NA,NA
2010-10-28,NA,2010_36,Frontex,FX,NA,NA,NA,NA,NA,NA,NA,1412.81,JRO,NA,NA,NA
2010-10-28,NA,2010_36,Germany,DEU,4,NA,NA,NA,NA,NA,NA,29402.04,JRO,NA,NA,NA
2010-10-28,NA,2010_36,Hungary,HUN,1,NA,NA,NA,NA,NA,NA,1693.18,JRO,NA,NA,NA
2010-10-28,NA,2010_36,United Kingdom,GBR,39,NA,NA,NA,NA,NA,NA,NA,JRO,Return Fund,NA,NA
